1620,Ipomea,85.02823,27.41397,504,1
1621,Ipomea,85.0282,27.41393,497,1
1622,Ipomea,85.0318,27.41275,417,1
1623,Ipomea,85.03195,27.41185,419,1
1624,Ipomea,85.031,27.4123,421,1
1625,Ipomea,85.03216,27.4118,416,1
1626,Ipomea,85.03216,27.4125,417,1
1627,Ipomea,85.032,27.41265,416,1
1628,Ipomea,85.03148,27.4135,416,1
1629,Ipomea,85.02608,27.41442,420,1
1630,Ipomea,85.02332,27.41512,415,1
1631,Ipomea,85.02202,27.4158,417,1
1632,Ipomea,85.01099,27.41446,420,1
1633,Ipomea,85.01093,27.4147,418,1
1634,Ipomea,85.01107,27.41525,420,1
1635,Ipomea,85.01131,27.41554,415,1
1636,Ipomea,85.01137,27.41577,417,1
1637,Ipomea,85.0114,27.41587,418,1
1638,Ipomea,85.02448,27.41063,441,1
1639,Ipomea,85.05022,27.41175,431,1
1640,Ipomea,85.05007,27.41195,429,1
1641,Ipomea,85.4984,27.41251,428,1
1642,Ipomea,85.04885,27.41326,427,1
1643,Ipomea,85.04829,27.41301,424,1
1644,Ipomea,85.04829,27.41433,427,1
1645,Ipomea,85.04812,27.41445,426,1
1646,Ipomea,85.04757,27.41499,428,1
1647,Ipomea,85.04982,27.41213,425,1
1648,Ipomea,85.05006,27.41175,425,1
1649,Ipomea,85.04845,27.41407,429,1
1650,Ipomea,85.04903,27.41214,425,1
1651,Ipomea,85.04959,27.4124,428,1
1652,Ipomea,85.0472,27.41265,424,1
1653,Ipomea,85.04739,27.41236,424,1
1654,Ipomea,85.04775,27.41138,421,1
1655,Ipomea,85.4807,27.41151,425,1
1656,Ipomea,85.04835,27.41149,426,1
1657,Ipomea,85.04916,27.4113,423,1
1658,Ipomea,85.04845,27.41176,426,1
1659,Ipomea,85.04661,27.415001,423,1
1660,Ipomea,85.04588,27.41459,425,1
1661,Ipomea,85.04615,27.41389,418,1
1662,Ipomea,85.04653,27.41348,418,1
1663,Ipomea,85.04563,27.41406,423,1
1664,Ipomea,85.04527,27.41405,422,1
1665,Ipomea,85.04601,27.41687,427,1
1666,Ipomea,85.04659,27.41978,428,1
1667,Ipomea,85.0448,27.42135,426,1
1668,Ipomea,85.04331,27.42114,425,1
1669,Ipomea,85.04427,27.4228,429,1
