1240,Parthenium,84.4353,27.6804,196,Presence
1241,Parthenium,84.43646,27.67995,195,Presence
1242,Parthenium,84.43707,27.68011,191,Presence
1243,Parthenium,84.44983,27.67838,184,Presence
1244,Parthenium,84.45036,27.67952,186,Presence
1245,Parthenium,84.4501,27.67998,186,Presence
1246,Parthenium,84.51225,27.62188,176,Presence
1247,Parthenium,84.45256,27.68461,183,Presence
1248,Parthenium,84.50948,27.62979,176,Presence
1249,Parthenium,84.51098,27.63176,191,Presence
1250,Parthenium,84.51084,27.63303,171,Presence
1251,Parthenium,84.51198,27.63925,179,Presence
1252,Parthenium,84.51153,27.6395,176,Presence
1253,Parthenium,84.49109,27.63507,177,Presence
1254,Parthenium,84.5098,27.63939,180,Presence
1255,Parthenium,84.51143,27.63987,184,Presence
1256,Parthenium,84.51303,27.64078,187,Presence
1257,Parthenium,84.4918,27.63195,177,Presence
1258,Parthenium,84.4903,27.63156,174,Presence
1259,Parthenium,84.49006,27.63073,162,Presence
1260,Parthenium,84.48973,27.62972,164,Presence
1261,Parthenium,84.48923,27.62922,168,Presence
1262,Parthenium,84.49118,27.63189,161,Presence
1263,Parthenium,84.49042,27.63116,166,Presence
1264,Parthenium,84.45476,27.65997,196,Presence
1265,Parthenium,85.0285,27.4137,486,Presence
1266,Parthenium,85.0296,27.4114,429,Presence
1267,Parthenium,85.03066,27.4114,421,Presence
1268,Parthenium,85.02682,27.41402,419,Presence
1269,Parthenium,85.03005,27.41215,430,Presence
1270,Parthenium,85.0279,27.4114,425,Presence
1271,Parthenium,85.02432,27.41461,414,Presence
1272,Parthenium,85.02341,27.41518,416,Presence
1273,Parthenium,85.02336,27.41517,418,Presence
1274,Parthenium,85.0232,27.41501,416,Presence
1275,Parthenium,85.02306,27.41519,417,Presence
1276,Parthenium,85.02219,27.41542,419,Presence
1277,Parthenium,85.0294,27.41492,418,Presence
1278,Parthenium,85.02154,27.41528,420,Presence
1279,Parthenium,85.01822,27.41426,437,Presence
1280,Parthenium,85.01777,27.41368,435,Presence
1281,Parthenium,85.01737,27.41382,438,Presence
1282,Parthenium,85.01616,27.41121,438,Presence
1283,Parthenium,85.01598,27.40967,442,Presence
1284,Parthenium,85.01496,27.41505,424,Presence
1285,Parthenium,85.01242,27.41549,423,Presence
1286,Parthenium,85.01569,27.41324,432,Presence
1287,Parthenium,85.02419,27.41048,432,Presence
1288,Parthenium,85.03416,27.41173,452,Presence
1289,Parthenium,85.04536,27.41869,432,Presence
1290,Parthenium,85.04427,27.4228,429,Presence
1291,Parthenium,85.04311,27.42486,429,Presence
1292,Parthenium,84.98891,27.43254,384,Presence
1293,Parthenium,84.99076,27.43345,410,Presence
1294,Parthenium,84.99136,27.43435,434,Presence
1295,Parthenium,84.4353,27.6804,196,Presence
1296,Parthenium,84.43646,27.67995,195,Presence
1297,Parthenium,84.43707,27.68011,191,Presence
1298,Parthenium,84.44983,27.67838,184,Presence
1299,Parthenium,84.45036,27.67952,186,Presence
1300,Parthenium,84.4501,27.67998,186,Presence
1301,Parthenium,84.51225,27.62188,176,Presence
1302,Parthenium,84.45256,27.68461,183,Presence
1303,Parthenium,84.50948,27.62979,176,Presence
1304,Parthenium,84.51098,27.63176,191,Presence
1305,Parthenium,84.51084,27.63303,171,Presence
1306,Parthenium,84.51198,27.63925,179,Presence
1307,Parthenium,84.51153,27.6395,176,Presence
1308,Parthenium,84.49109,27.63507,177,Presence
1309,Parthenium,84.5098,27.63939,180,Presence
1310,Parthenium,84.51143,27.63987,184,Presence
1311,Parthenium,84.51303,27.64078,187,Presence
1312,Parthenium,84.4918,27.63195,177,Presence
1313,Parthenium,84.4903,27.63156,174,Presence
1314,Parthenium,84.49006,27.63073,162,Presence
1315,Parthenium,84.48973,27.62972,164,Presence
1316,Parthenium,84.48923,27.62922,168,Presence
1317,Parthenium,84.49118,27.63189,161,Presence
1318,Parthenium,84.49042,27.63116,166,Presence
1319,Parthenium,84.45476,27.65997,196,Presence
1320,Parthenium,84.51321,27.62347,177,Presence
1321,Parthenium,84.5681,27.6097,175,Presence
1322,Parthenium,84.56625,27.61129,174,Presence
1323,Parthenium,84.5626,27.61196,168,Presence
1324,Parthenium,84.56792,27.6119,189,Presence
1325,Parthenium,84.56741,27.6134,187,Presence
1326,Parthenium,84.56125,27.61734,178,Presence
1327,Parthenium,84.5611,27.61749,178,Presence
1328,Parthenium,84.56117,27.61776,178,Presence
1329,Parthenium,84.56081,27.61829,179,Presence
1330,Parthenium,84.56058,27.61918,175,Presence
1331,Parthenium,84.56252,27.61885,178,Presence
1332,Parthenium,84.56423,27.61981,178,Presence
1333,Parthenium,84.56565,27.62243,178,Presence
1334,Parthenium,84.4231,27.68966,195,Presence
1335,Parthenium,84.42368,27.68912,176,Presence
1336,Parthenium,84.42154,27.68714,183,Presence
1337,Parthenium,84.41777,27.68109,187,Presence
1338,Parthenium,84.42652,27.69035,175,Presence
1339,Parthenium,84.35625,27.70658,155,Presence
1340,Parthenium,84.37588,27.70797,162,Presence
1341,Parthenium,84.37824,27.71061,158,Presence
1342,Parthenium,84.37387,27.70644,151,Presence
1343,Parthenium,84.37373,27.70546,162,Presence
1344,Parthenium,84.36989,27.7055,159,Presence
1345,Parthenium,83.87471,27.59065,119,Presence
1346,Parthenium,83.86292,27.5998,139,Presence
1347,Parthenium,83.567452,28.343679,887.934265,Presence
1348,Parthenium,83.567435,28.343678,887.25061,Presence
1349,Parthenium,83.566981,28.350938,875.517761,Presence
1350,Parthenium,83.56662,28.351851,875.633606,Presence
1351,Parthenium,83.567566,28.369694,908.673645,Presence
1352,Parthenium,83.654421,28.496303,1235.702148,Presence
1353,Parthenium,83.59878,28.276461,983.495972,Presence
1354,Parthenium,83.602468,28.268927,934.396912,Presence
1355,Parthenium,83.676846,28.210071,841.746521,Presence
1356,Parthenium,84.07001,28.144966,659.599792,Presence
1357,Parthenium,84.079609,28.087276,504.687469,Presence
1358,Parthenium,84.169525,27.994598,500.472748,Presence
1359,Parthenium,84.234069,27.980059,448.993042,Presence
1360,Parthenium,84.256601,27.979724,339.265472,Presence
1361,Parthenium,84.27269,27.982059,327.811768,Presence
1362,Parthenium,84.322084,27.989038,467.560028,Presence
1363,Parthenium,84.408133,27.964915,404.331665,Presence
1364,Parthenium,84.420404,27.953479,377.404846,Presence
1365,Parthenium,83.868193,28.286071,1254.236694,Presence
1366,Parthenium,83.654487,28.497347,1239.800659,Presence
1367,Parthenium,85.1258,27.5457,,Presence
1368,Parthenium,85.1222,27.5452,,Presence
1369,Parthenium,85.1051,27.5362,,Presence
1370,Parthenium,85.0718,27.507,,Absent
1371,Parthenium,85.001119,27.425225,996.140381,Absent
1372,Parthenium,85.001119,27.425225,997.542603,Absent
1373,Parthenium,85.134664,27.722349,1014.164734,Absent
1374,Parthenium,85.129562,27.722882,1024.652954,Absent
1375,Parthenium,85.122435,27.726109,1042.063843,Absent
1376,Parthenium,85.106775,27.726788,1171.357422,Absent
1377,Parthenium,85.106475,27.725958,1223.533325,Absent
1378,Parthenium,85.106038,27.72449,1308.824097,Absent
1379,Parthenium,85.088936,27.716716,1477.247925,Absent
1380,Parthenium,85.086191,27.679703,1799.295654,Absent
1381,Parthenium,85.086228,27.679443,1799.922974,Absent
1382,Parthenium,85.096087,27.670919,1936.021606,Absent
1383,Parthenium,85.084375,27.590444,2460.381592,Absent
1384,Parthenium,85.027415,27.628756,2069.427002,Absent
1385,Parthenium,83.709889,27.980721,,Presence
1386,Parthenium,83.787862,28.026868,,Presence
1387,Parthenium,83.800592,28.054716,,Presence
1388,Parthenium,83.834805,28.080972,,Presence
1389,Parthenium,83.854696,28.086541,,Presence
1390,Parthenium,83.8722,28.101659,,Presence
1391,Parthenium,83.862652,28.131893,,Presence
1392,Parthenium,83.880156,28.150193,,Presence
1393,Parthenium,84.438698,28.170084,,Presence
1394,Parthenium,83.893682,28.182018,,Presence
1395,Parthenium,84.32747,27.5505,307.2384,Presence
1396,Parthenium,84.32526,27.54581,316.992,Presence
1397,Parthenium,84.32575,27.54734,322.7832,Presence
1398,Parthenium,84.32539,27.54741,322.4784,Presence
1399,Parthenium,84.32495,27.54731,320.04,Presence
1400,Parthenium,84.32692,27.55013,306.9336,Presence
1401,Parthenium,84.32706,27.55021,306.0192,Presence
1402,Parthenium,84.32605,27.54419,302.0568,Presence
1403,Parthenium,84.32499,27.54452,290.7792,Presence
1404,Parthenium,84.32499,27.54452,290.7792,Presence
