x,y,Logistic
83.08751372,28.07917126,0.047068987
83.08751372,28.01250459,0.029176157
83.08751372,28.08750459,0.048288118
83.08751372,28.20417127,0.037467923
83.08751372,28.17917127,0.21717325
83.08751372,27.97083792,0.068868501
83.09584705,28.32083794,0.036084807
83.09584705,28.35417127,0.074776625
83.09584705,28.25417127,0.009487135
83.09584705,28.01250459,0.042184374
83.09584705,28.09583793,0.061369115
83.09584705,28.07917126,0.01441575
83.09584705,28.19583793,0.103284034
83.09584705,28.07083793,0.020932863
83.09584705,28.44583795,0.000481272
83.09584705,28.42917128,0.001502624
83.09584705,28.42083794,0.006360991
83.09584705,28.33750461,0.00502565
83.09584705,28.37083794,0.013669473
83.09584705,28.1125046,0.145748874
83.09584705,28.36250461,0.005849494
83.09584705,28.40417128,0.008934658
83.09584705,28.2875046,0.020649995
83.09584705,28.05417126,0.03842302
83.10418039,28.34583794,0.160439766
83.10418039,28.43750461,0.002846469
83.10418039,28.32083794,0.102120121
83.10418039,28.32917127,0.016428589
83.10418039,27.95417125,0.126157673
83.10418039,28.07917126,0.034562175
83.10418039,28.20417127,0.054704362
83.10418039,28.35417127,0.010352853
83.10418039,28.40417128,0.067530133
83.10418039,28.1625046,0.205818322
83.10418039,28.05417126,0.051412079
83.10418039,28.02083792,0.043631227
83.10418039,28.2125046,0.01321913
83.10418039,28.1875046,0.113782764
83.10418039,28.45417128,0.000503064
83.10418039,28.24583794,0.013368573
83.10418039,28.08750459,0.050990596
83.11251372,28.2125046,0.012308715
83.11251372,28.42917128,0.010231571
83.11251372,28.34583794,0.021781198
83.11251372,28.41250461,0.003557156
83.11251372,28.10417126,0.058409695
83.11251372,28.31250461,0.004001439
83.11251372,28.06250459,0.054930793
83.11251372,27.93750459,0.024140809
83.11251372,28.43750461,0.011715718
83.11251372,28.12083793,0.072684728
83.11251372,28.19583793,0.080521082
83.11251372,28.47917128,0.000018089
83.11251372,28.27083794,0.016708514
83.11251372,28.35417127,0.012284922
83.11251372,28.1125046,0.042163079
83.11251372,28.36250461,0.051947982
83.12084706,28.37917128,0.046383639
83.12084706,28.01250459,0.068383815
83.12084706,28.42917128,0.001626286
83.12084706,28.44583795,0.003744604
83.12084706,28.19583793,0.043491027
83.12084706,28.02083792,0.096779735
83.12084706,28.24583794,0.020023095
83.12084706,27.92917125,0.017330791
83.12084706,28.36250461,0.013727816
83.12084706,28.22917127,0.040840488
83.12084706,28.15417126,0.103849942
83.12084706,28.32083794,0.002666815
83.12084706,27.95417125,0.075951512
83.12918039,28.2625046,0.003791075
83.12918039,28.02083792,0.030406587
83.12918039,28.19583793,0.025411271
83.12918039,28.30417127,0.077071928
83.12918039,28.45417128,0.000365125
83.12918039,27.95417125,0.066022445
83.12918039,28.17083793,0.130611675
83.12918039,28.03750459,0.10946347
83.12918039,28.33750461,0.015152861
83.12918039,28.14583793,0.086453357
83.12918039,28.39583794,0.008043308
83.12918039,28.46250461,0.00003144
83.13751372,28.40417128,0.009593454
83.13751372,28.37083794,0.019538801
83.13751372,28.43750461,0.001821454
83.13751372,28.39583794,0.001606326
83.13751372,28.17083793,0.130437174
83.13751372,27.99583792,0.091465616
83.13751372,28.33750461,0.027807933
83.13751372,28.07917126,0.03611003
83.13751372,27.95417125,0.062221104
83.13751372,28.09583793,0.056234804
83.13751372,28.37917128,0.002594631
83.13751372,28.25417127,0.007524962
83.13751372,28.34583794,0.023002111
83.13751372,28.04583793,0.119424335
83.13751372,28.12917126,0.030144745
83.13751372,28.1625046,0.133886502
83.13751372,27.92083792,0.031949489
83.13751372,28.46250461,0.00005991
83.13751372,28.42917128,0.000154569
83.13751372,28.06250459,0.096414476
83.13751372,28.19583793,0.036464287
83.14584706,27.94583792,0.023770885
83.14584706,28.07083793,0.01823704
83.14584706,28.33750461,0.048133169
83.14584706,27.93750459,0.022519407
83.14584706,28.07917126,0.032446453
83.14584706,28.1625046,0.154356369
83.14584706,28.37083794,0.042030878
83.14584706,28.43750461,0.000173342
83.14584706,28.35417127,0.110983956
83.14584706,28.45417128,0.000033681
83.14584706,28.34583794,0.065605773
83.14584706,28.36250461,0.035098145
83.14584706,28.03750459,0.029026108
83.14584706,28.04583793,0.180708842
83.15418039,28.32083794,0.022660856
83.15418039,28.19583793,0.06915138
83.15418039,28.01250459,0.032478168
83.15418039,28.34583794,0.08393318
83.15418039,28.2125046,0.066996506
83.15418039,28.17917127,0.064195012
83.15418039,28.43750461,0.000076562
83.15418039,28.35417127,0.020579806
83.15418039,28.07083793,0.012413531
83.15418039,28.2875046,0.057340458
83.15418039,28.05417126,0.049696965
83.15418039,28.2625046,0.031963403
83.15418039,28.45417128,0.000041932
83.15418039,28.00417126,0.080931501
83.15418039,28.24583794,0.032538493
83.15418039,28.03750459,0.050363289
83.15418039,27.99583792,0.084797463
83.16251372,28.05417126,0.082633104
83.16251372,28.47083795,0.00002571
83.16251372,28.27083794,0.007292317
83.16251372,28.2625046,0.026362624
83.16251372,28.37083794,0.010829283
83.16251372,27.90417125,0.040980652
83.16251372,28.43750461,0.00001961
83.16251372,28.00417126,0.065402663
83.16251372,28.42083794,0.000251104
83.16251372,27.97917126,0.142190225
83.16251372,28.41250461,0.001296258
83.16251372,28.01250459,0.062912291
83.16251372,28.27917127,0.009655247
83.16251372,28.14583793,0.115680493
83.16251372,28.12083793,0.035147696
83.16251372,28.1125046,0.076661515
83.16251372,28.46250461,0.000073965
83.16251372,28.15417126,0.105177566
83.16251372,28.62917129,0.000014697
83.16251372,28.60417129,0.000008234
83.16251372,28.59583795,0.000004489
83.16251372,27.98750459,0.083267475
83.17084706,28.22917127,0.010789118
83.17084706,27.98750459,0.067653495
83.17084706,28.2375046,0.116834618
83.17084706,27.95417125,0.088646127
83.17084706,28.27083794,0.018619707
83.17084706,28.03750459,0.072961999
83.17084706,28.07917126,0.028555117
83.17084706,28.08750459,0.072397488
83.17084706,28.31250461,0.052048916
83.17084706,28.37917128,0.008556232
83.17084706,28.29583794,0.110864175
83.17084706,28.17083793,0.116871163
83.17084706,28.34583794,0.094405056
83.17084706,28.41250461,0.002331325
83.17084706,28.04583793,0.137021787
83.17084706,28.20417127,0.032936853
83.17084706,28.47917128,0.000042432
83.17918039,27.99583792,0.151464431
83.17918039,28.30417127,0.02769123
83.17918039,28.2125046,0.030926729
83.17918039,28.17917127,0.097354537
83.17918039,28.09583793,0.134164653
83.17918039,28.04583793,0.170734108
83.17918039,28.27083794,0.080263595
83.17918039,27.89583792,0.008763559
83.17918039,28.38750461,0.015416767
83.17918039,28.36250461,0.016559577
83.17918039,28.00417126,0.118189593
83.17918039,28.32083794,0.011805052
83.17918039,28.22917127,0.023798339
83.17918039,27.97083792,0.150165399
83.17918039,28.47083795,0.000025129
83.17918039,28.06250459,0.074229824
83.17918039,28.14583793,0.114482974
83.17918039,28.12917126,0.152007791
83.17918039,28.07083793,0.079769007
83.17918039,28.37083794,0.007988477
83.17918039,28.05417126,0.057539493
83.17918039,28.63750462,0.000008389
83.17918039,28.62917129,0.000007598
83.17918039,28.03750459,0.076148251
83.17918039,28.07917126,0.063867355
83.17918039,28.10417126,0.090694621
83.17918039,27.92917125,0.023938321
83.17918039,28.01250459,0.065188855
83.17918039,28.2875046,0.067280775
83.18751373,28.12083793,0.069429213
83.18751373,28.03750459,0.120520746
83.18751373,28.1625046,0.166946511
83.18751373,28.39583794,0.022910356
83.18751373,27.98750459,0.118993515
83.18751373,28.2625046,0.031336489
83.18751373,28.41250461,0.046916903
83.18751373,28.08750459,0.05020268
83.18751373,28.45417128,0.000027384
83.18751373,27.96250459,0.095176297
83.18751373,27.93750459,0.026954721
83.18751373,27.89583792,0.015276466
83.18751373,28.22917127,0.094167931
83.18751373,28.01250459,0.08552215
83.18751373,28.44583795,0.000075744
83.19584706,28.2625046,0.068520445
83.19584706,28.33750461,0.007123744
83.19584706,28.34583794,0.068213701
83.19584706,27.94583792,0.060041033
83.19584706,28.09583793,0.113652426
83.19584706,27.92083792,0.049279045
83.19584706,27.97083792,0.06395361
83.19584706,28.06250459,0.102821991
83.19584706,28.08750459,0.015764669
83.19584706,28.22083793,0.090722336
83.19584706,28.42917128,0.004249357
83.19584706,28.40417128,0.028902699
83.19584706,28.02917126,0.08267668
83.19584706,28.61250462,0.000021412
83.19584706,28.44583795,0.000088706
83.19584706,28.60417129,0.000089097
83.19584706,28.58750462,0.000019947
83.19584706,28.00417126,0.113460906
83.19584706,28.27083794,0.013343901
83.20418039,28.06250459,0.079168616
83.20418039,28.09583793,0.069686534
83.20418039,28.24583794,0.010631993
83.20418039,28.00417126,0.079837742
83.20418039,28.42917128,0.002932829
83.20418039,28.04583793,0.181345413
83.20418039,28.17917127,0.13295951
83.20418039,28.31250461,0.013354863
83.20418039,28.34583794,0.041765134
83.20418039,28.05417126,0.099037495
83.20418039,28.02083792,0.093747956
83.20418039,28.1625046,0.136302757
83.20418039,27.99583792,0.079349072
83.20418039,27.96250459,0.083147496
83.20418039,28.39583794,0.139492184
83.20418039,28.32083794,0.003250627
83.20418039,28.30417127,0.025411274
83.20418039,28.1125046,0.081651061
83.20418039,27.87083792,0.049338474
83.20418039,28.27083794,0.005056085
83.20418039,28.2875046,0.029269703
83.20418039,28.63750462,0.000005654
83.20418039,28.62917129,0.000010487
83.20418039,28.59583795,0.000040926
83.20418039,28.58750462,0.000036719
83.20418039,28.03750459,0.122112057
83.20418039,28.44583795,0.000781438
83.20418039,28.45417128,0.000011278
83.20418039,28.01250459,0.106492972
83.20418039,28.12917126,0.163694127
83.21251373,28.2375046,0.011275359
83.21251373,28.12917126,0.10779071
83.21251373,28.01250459,0.087768281
83.21251373,28.33750461,0.001958482
83.21251373,28.42083794,0.005440083
83.21251373,27.97083792,0.153497119
83.21251373,28.17083793,0.080276438
83.21251373,28.24583794,0.080479467
83.21251373,28.42917128,0.004738457
83.21251373,28.17917127,0.145401417
83.21251373,28.20417127,0.041346369
83.21251373,28.65417129,0.000010353
83.21251373,27.87083792,0.067135381
83.21251373,28.32917127,0.000223189
83.21251373,28.30417127,0.004169402
83.21251373,28.58750462,0.000055889
83.21251373,28.04583793,0.089585645
83.21251373,28.14583793,0.106627533
83.22084706,28.53750462,0.00002784
83.22084706,27.87083792,0.094164858
83.22084706,28.52917128,0.000059168
83.22084706,28.12917126,0.124875935
83.22084706,28.20417127,0.075018134
83.22084706,28.17917127,0.106665012
83.22084706,28.1875046,0.099812256
83.22084706,27.93750459,0.058606354
83.22084706,28.1125046,0.092769465
83.22084706,28.04583793,0.07224528
83.22084706,28.52083795,0.000053524
83.22084706,28.46250461,0.000040333
83.22084706,28.07917126,0.02365426
83.22084706,28.65417129,0.000004347
83.22084706,27.94583792,0.126569258
83.22084706,28.62917129,0.000009127
83.22084706,28.59583795,0.000431491
83.22084706,28.07083793,0.080918609
83.22084706,27.92917125,0.095051408
83.22084706,28.45417128,0.00008939
83.22084706,28.09583793,0.074348989
83.2291804,28.41250461,0.085291192
83.2291804,28.02083792,0.080495073
83.2291804,27.94583792,0.112121092
83.2291804,28.43750461,0.039412827
83.2291804,28.20417127,0.072756435
83.2291804,27.93750459,0.08298253
83.2291804,28.46250461,0.000616654
83.2291804,27.89583792,0.012072352
83.2291804,28.27083794,0.017865135
83.2291804,28.22917127,0.092487452
83.2291804,28.22083793,0.057803881
83.2291804,28.48750461,0.000210227
83.2291804,28.29583794,0.009538003
83.2291804,27.90417125,0.056998137
83.2291804,28.47083795,0.000905804
83.2291804,28.67083796,0.000060329
83.2291804,28.65417129,0.000004495
83.2291804,28.09583793,0.078321044
83.2291804,28.63750462,0.00000521
83.2291804,28.49583795,0.000012815
83.2291804,28.61250462,0.000008797
83.2291804,28.2875046,0.061518276
83.2291804,28.39583794,0.008429501
83.23751373,28.50417128,0.000025076
83.23751373,28.2875046,0.053314764
83.23751373,28.27917127,0.002471278
83.23751373,27.99583792,0.051024346
83.23751373,28.00417126,0.063429725
83.23751373,28.22917127,0.048113774
83.23751373,27.89583792,0.029191183
83.23751373,27.98750459,0.068872829
83.23751373,28.40417128,0.001113099
83.23751373,28.07083793,0.067857926
83.23751373,28.66250462,0.000024779
83.23751373,28.38750461,0.068596852
83.23751373,28.61250462,0.000005739
83.23751373,28.2625046,0.020589066
83.23751373,28.59583795,0.000025087
83.23751373,28.36250461,0.001401452
83.23751373,28.58750462,0.000282095
83.23751373,28.04583793,0.046964417
83.23751373,28.35417127,0.056433201
83.23751373,28.17917127,0.040966062
83.23751373,28.56250462,0.000020285
83.23751373,28.2375046,0.011749223
83.23751373,28.1625046,0.019625295
83.23751373,28.17083793,0.022938724
83.23751373,28.55417129,0.000039872
83.23751373,27.95417125,0.144443433
83.24584706,28.35417127,0.054775447
83.24584706,28.52083795,0.000022993
83.24584706,28.42917128,0.005568914
83.24584706,27.94583792,0.086533547
83.24584706,28.2375046,0.016023067
83.24584706,28.2125046,0.067688589
83.24584706,28.20417127,0.036723269
83.24584706,28.08750459,0.040602035
83.24584706,28.65417129,0.000007334
83.24584706,28.22917127,0.011234321
83.24584706,28.02083792,0.049337948
83.24584706,28.62917129,0.000003093
83.24584706,28.62083796,0.000003572
83.24584706,27.95417125,0.084049359
83.24584706,28.47917128,0.00003154
83.24584706,28.60417129,0.00004056
83.24584706,28.48750461,0.000011043
83.24584706,28.57083795,0.000037424
83.24584706,28.10417126,0.102979011
83.24584706,28.54583795,0.000061119
83.2541804,28.10417126,0.089290957
83.2541804,28.25417127,0.026930682
83.2541804,28.02083792,0.130260005
83.2541804,28.31250461,0.023535228
83.2541804,28.48750461,0.000022187
83.2541804,28.38750461,0.012542633
83.2541804,28.01250459,0.087046546
83.2541804,28.67083796,0.000099199
83.2541804,27.97917126,0.042896702
83.2541804,27.87917125,0.039824925
83.2541804,28.65417129,0.00000923
83.2541804,28.46250461,0.00958297
83.2541804,28.40417128,0.005635742
83.2541804,28.57917129,0.013492963
83.2541804,28.1625046,0.050573118
83.2541804,28.55417129,0.000025383
83.2541804,28.54583795,0.00006034
83.2541804,27.95417125,0.168304461
83.26251373,27.99583792,0.102361935
83.26251373,28.1375046,0.083146391
83.26251373,28.25417127,0.016410255
83.26251373,28.01250459,0.037726039
83.26251373,28.32083794,0.002560447
83.26251373,27.97917126,0.057539332
83.26251373,27.98750459,0.096795307
83.26251373,28.45417128,0.015754727
83.26251373,28.14583793,0.057147292
83.26251373,28.12083793,0.169354538
83.26251373,28.40417128,0.025139605
83.26251373,27.90417125,0.038437167
83.26251373,28.10417126,0.055737899
83.26251373,28.41250461,0.001880257
83.26251373,28.06250459,0.035077544
83.26251373,28.65417129,0.000009519
83.26251373,28.1875046,0.012584932
83.26251373,28.27917127,0.01847468
83.26251373,28.20417127,0.047045982
83.26251373,28.62917129,0.000003153
83.26251373,27.96250459,0.141210628
83.26251373,28.57917129,0.002820376
83.26251373,28.53750462,0.000017881
83.26251373,28.04583793,0.045712847
83.27084706,28.50417128,0.000091346
83.27084706,28.34583794,0.000058716
83.27084706,28.02917126,0.098578274
83.27084706,28.33750461,0.000029648
83.27084706,28.20417127,0.012308673
83.27084706,28.07083793,0.036471119
83.27084706,28.12917126,0.050878322
83.27084706,28.1125046,0.046889214
83.27084706,28.35417127,0.005471315
83.27084706,28.2625046,0.018467214
83.27084706,28.19583793,0.101297624
83.27084706,28.10417126,0.072450985
83.27084706,28.09583793,0.063902773
83.27084706,28.32917127,0.000035494
83.27084706,28.06250459,0.09756136
83.27084706,27.99583792,0.087054533
83.27084706,28.60417129,0.000010087
83.27084706,28.58750462,0.000019719
83.27084706,28.37917128,0.00245608
83.2791804,27.88750458,0.076467117
83.2791804,27.97083792,0.1753515
83.2791804,27.97917126,0.088452864
83.2791804,28.27917127,0.013703256
83.2791804,28.42917128,0.00053126
83.2791804,27.95417125,0.089076134
83.2791804,28.2125046,0.011648112
83.2791804,28.33750461,0.000125247
83.2791804,28.08750459,0.083652109
83.2791804,28.02083792,0.09133831
83.2791804,27.89583792,0.09945201
83.2791804,28.09583793,0.105949982
83.2791804,28.06250459,0.030343209
83.2791804,28.25417127,0.049165897
83.2791804,28.22917127,0.105601285
83.2791804,28.12917126,0.024344814
83.2791804,28.67917129,0.000061998
83.2791804,28.2375046,0.033555403
83.2791804,28.02917126,0.093312008
83.2791804,28.65417129,0.000010767
83.2791804,27.93750459,0.120210465
83.2791804,28.22083793,0.067506363
83.2791804,28.61250462,0.000012103
83.2791804,27.87917125,0.063545641
83.2791804,27.96250459,0.087103478
83.2791804,28.34583794,0.000065563
83.2791804,28.48750461,0.000055659
83.28751373,28.24583794,0.056756631
83.28751373,28.25417127,0.098804709
83.28751373,28.07083793,0.047235051
83.28751373,28.43750461,0.000679498
83.28751373,27.98750459,0.078569706
83.28751373,28.07917126,0.027401686
83.28751373,28.52917128,0.000014985
83.28751373,27.99583792,0.090176266
83.28751373,28.31250461,0.005198497
83.28751373,28.12083793,0.125573462
83.28751373,28.00417126,0.094660628
83.28751373,27.97083792,0.14295516
83.28751373,28.71250463,0.000233473
83.28751373,28.68750463,0.000056898
83.28751373,27.94583792,0.12070274
83.28751373,28.62917129,0.000005522
83.28751373,28.36250461,0.000137765
83.28751373,28.61250462,0.000007959
83.28751373,28.22917127,0.045878749
83.28751373,28.57917129,0.003356747
83.28751373,28.57083795,0.007922917
83.28751373,28.50417128,0.000287474
83.29584707,28.01250459,0.071837906
83.29584707,28.12083793,0.101027473
83.29584707,28.04583793,0.048773307
83.29584707,27.98750459,0.073120406
83.29584707,28.44583795,0.000141996
83.29584707,27.92917125,0.066507331
83.29584707,28.00417126,0.047506873
83.29584707,28.06250459,0.039529411
83.29584707,28.42083794,0.00139105
83.29584707,28.33750461,0.000122006
83.29584707,28.34583794,0.000043037
83.29584707,28.27917127,0.004063202
83.29584707,28.15417126,0.208266678
83.29584707,28.46250461,0.000035914
83.29584707,28.03750459,0.102304348
83.29584707,28.39583794,0.001730802
83.29584707,28.12917126,0.046053791
83.29584707,28.22083793,0.011317748
83.29584707,28.69583796,0.00008994
83.29584707,28.64583796,0.000014129
83.29584707,28.63750462,0.000014508
83.29584707,28.62917129,0.00000912
83.29584707,28.1125046,0.036736987
83.29584707,28.1375046,0.006110021
83.29584707,28.58750462,0.000009148
83.29584707,28.20417127,0.049559319
83.29584707,28.07083793,0.054409069
83.29584707,28.37917128,0.001260626
83.29584707,28.2375046,0.068705797
83.29584707,28.07917126,0.038484178
83.3041804,28.2125046,0.152000494
83.3041804,28.45417128,0.000069226
83.3041804,27.94583792,0.032223153
83.3041804,27.86250458,0.023048308
83.3041804,28.43750461,0.006569613
83.3041804,28.03750459,0.108648645
83.3041804,28.38750461,0.016196262
83.3041804,28.17083793,0.039420607
83.3041804,27.97917126,0.167993966
83.3041804,28.1875046,0.056100872
83.3041804,28.72917129,0.00007164
83.3041804,28.71250463,0.000123589
83.3041804,28.24583794,0.011518219
83.3041804,28.68750463,0.000065648
83.3041804,28.09583793,0.069276413
83.3041804,28.06250459,0.135386286
83.3041804,28.62083796,0.000019497
83.3041804,28.56250462,0.001545816
83.3041804,28.2625046,0.003232237
83.3041804,28.29583794,0.000667118
83.3041804,28.36250461,0.000016423
83.31251373,28.24583794,0.002594963
83.31251373,28.30417127,0.006509274
83.31251373,27.88750458,0.12775768
83.31251373,28.02083792,0.097668069
83.31251373,28.27917127,0.000250229
83.31251373,27.95417125,0.090006326
83.31251373,28.20417127,0.077823993
83.31251373,28.45417128,0.001778417
83.31251373,28.03750459,0.041366527
83.31251373,28.51250462,0.007320077
83.31251373,28.31250461,0.000541342
83.31251373,28.72083796,0.000103562
83.31251373,28.22917127,0.040501268
83.31251373,28.70417129,0.000092237
83.31251373,28.15417126,0.034538429
83.31251373,28.47917128,0.000044597
83.31251373,28.64583796,0.000015344
83.31251373,28.32083794,0.00026301
83.31251373,28.36250461,0.000035941
83.31251373,28.60417129,0.000006981
83.31251373,28.02917126,0.119373609
83.31251373,28.56250462,0.009963602
83.31251373,27.97083792,0.168255207
83.32084707,28.47917128,0.000243341
83.32084707,28.25417127,0.002072795
83.32084707,28.49583795,0.002293858
83.32084707,28.32083794,0.004811781
83.32084707,28.07083793,0.109927295
83.32084707,27.94583792,0.015288038
83.32084707,28.2875046,0.009204161
83.32084707,28.41250461,0.011919963
83.32084707,27.97083792,0.107052553
83.32084707,28.22083793,0.043745736
83.32084707,28.67917129,0.00004284
83.32084707,27.97917126,0.105998459
83.32084707,28.65417129,0.000022748
83.32084707,28.63750462,0.000008465
83.32084707,28.42083794,0.017907593
83.32084707,28.61250462,0.00000704
83.32084707,27.86250458,0.013894682
83.32084707,28.59583795,0.000048716
83.32084707,28.50417128,0.065864231
83.32084707,28.04583793,0.143604072
83.32084707,28.42917128,0.036303299
83.32084707,28.57083795,0.003990309
83.32084707,28.2625046,0.000204006
83.32084707,28.05417126,0.083266822
83.3291804,28.2625046,0.000770116
83.3291804,28.1625046,0.03165084
83.3291804,27.99583792,0.079545881
83.3291804,28.72083796,0.000124844
83.3291804,28.32083794,0.000079378
83.3291804,27.94583792,0.022367571
83.3291804,28.67083796,0.000033385
83.3291804,28.42917128,0.006705349
83.3291804,27.92083792,0.132531183
83.3291804,28.64583796,0.000013762
83.3291804,28.25417127,0.001530125
83.3291804,28.01250459,0.064286937
83.3291804,28.57917129,0.001059336
83.3291804,28.57083795,0.008308321
83.3291804,28.2875046,0.00227643
83.3291804,28.04583793,0.127903821
83.3291804,28.42083794,0.192056597
83.3291804,27.97083792,0.203266408
83.3291804,28.45417128,0.010101699
83.3291804,27.92917125,0.024995434
83.33751373,28.1875046,0.049727576
83.33751373,28.27917127,0.002547844
83.33751373,28.1125046,0.06121121
83.33751373,27.98750459,0.097420856
83.33751373,28.12917126,0.020018798
83.33751373,28.2375046,0.017173546
83.33751373,28.31250461,0.000237042
83.33751373,28.72917129,0.000140313
83.33751373,28.72083796,0.000129604
83.33751373,28.20417127,0.093810415
83.33751373,28.63750462,0.000008508
83.33751373,28.62083796,0.000010646
83.33751373,28.10417126,0.141714125
83.33751373,28.51250462,0.010901805
83.33751373,28.48750461,0.004559783
83.33751373,28.29583794,0.000086013
83.33751373,27.88750458,0.061439734
83.33751373,28.57083795,0.018390823
83.34584707,28.47917128,0.019701287
83.34584707,27.97917126,0.070816509
83.34584707,28.19583793,0.067543071
83.34584707,28.44583795,0.00994039
83.34584707,28.48750461,0.010070601
83.34584707,28.14583793,0.017452207
83.34584707,28.03750459,0.052106131
83.34584707,27.87917125,0.064683377
83.34584707,28.10417126,0.053607009
83.34584707,28.09583793,0.02699174
83.34584707,28.36250461,0.002069186
83.34584707,28.22083793,0.043581201
83.34584707,28.41250461,0.05309165
83.34584707,28.72917129,0.000194427
83.34584707,28.08750459,0.102498185
83.34584707,28.1625046,0.009398345
83.34584707,28.12083793,0.029387567
83.34584707,28.22917127,0.056925005
83.34584707,28.53750462,0.016468638
83.34584707,27.86250458,0.059485999
83.34584707,27.91250458,0.021262504
83.34584707,27.90417125,0.080582246
83.3541804,27.92917125,0.101570493
83.3541804,28.33750461,0.004734035
83.3541804,28.07083793,0.212759709
83.3541804,27.87917125,0.066130329
83.3541804,28.34583794,0.006444677
83.3541804,28.43750461,0.014400673
83.3541804,28.48750461,0.097394133
83.3541804,28.02917126,0.008964277
83.3541804,28.71250463,0.000108022
83.3541804,28.04583793,0.071229712
83.3541804,28.67917129,0.000045275
83.3541804,28.41250461,0.073971468
83.3541804,27.92083792,0.064790624
83.3541804,28.63750462,0.000010605
83.3541804,28.2625046,0.022467277
83.3541804,28.62083796,0.000010223
83.3541804,28.31250461,0.000475911
83.3541804,28.2125046,0.008398716
83.3541804,27.98750459,0.037441079
83.3541804,28.60417129,0.0000212
83.36251374,28.27083794,0.002028093
83.36251374,28.47083795,0.016895663
83.36251374,27.91250458,0.052347697
83.36251374,28.02917126,0.01125247
83.36251374,28.14583793,0.013330345
83.36251374,28.40417128,0.019474348
83.36251374,28.42083794,0.003834233
83.36251374,28.04583793,0.121685312
83.36251374,28.12917126,0.078905409
83.36251374,28.37083794,0.000114322
83.36251374,28.72083796,0.000199689
83.36251374,28.41250461,0.046541465
83.36251374,28.07917126,0.08585094
83.36251374,28.25417127,0.018099574
83.36251374,28.15417126,0.103416682
83.36251374,28.27917127,0.001078812
83.36251374,27.87917125,0.06503395
