1784,Eichornea,84.445,27.71495,214,0
1789,Eichornea,83.85105,27.62686,147,0
1790,Eichornea,84.440385,27.710833,218,0
1791,Eichornea,84.440385,27.710833,218,0
1792,Eichornea,84.438466,27.711733,206,0
1793,Eichornea,84.43515,27.071345,193,0
1794,Eichornea,84.5044,27.59485,168,0
1795,Eichornea,84.5044,27.59485,168,0
1796,Eichornea,84.49448,27.636866,172,0
1797,Eichornea,84.49445,27.6375,174,0
1798,Eichornea,84.49445,27.6375,174,0
1799,Eichornea,84.49445,27.6375,174,0
1800,Eichornea,84.49323,27.6384,175,0
1801,Eichornea,84.49323,27.6384,175,0
1802,Eichornea,84.49065,27.64086,177,0
1803,Eichornea,84.49031,27.6427,178,0
1804,Eichornea,84.48978,27.64283,178,0
1805,Eichornea,84.48978,27.64283,178,0
1806,Eichornea,84.48918,27.64296,178,0
1807,Eichornea,84.48918,27.64296,178,0
1808,Eichornea,84.48918,27.64296,178,0
1809,Eichornea,84.48775,27.643133,180,0
1810,Eichornea,84.48641,27.6432,179,0
1811,Eichornea,84.48641,27.6432,179,0
1812,Eichornea,84.484833,27.64241,178,0
1813,Eichornea,84.48388,27.6428,178,0
1814,Eichornea,84.48388,27.6428,178,0
1815,Eichornea,84.49495,27.64466,176,0
1816,Eichornea,84.49495,27.64466,176,0
1817,Eichornea,84.4943,27.6441,176,0
1818,Eichornea,84.4943,27.6441,176,0
1819,Eichornea,84.4943,27.6441,176,0
1820,Eichornea,84.44485,27.7103,206,0
1821,Eichornea,84.444616,27.70791,200,0
1822,Eichornea,84.44501,27.70813,201,0
1823,Eichornea,84.445666,27.70858,202,0
1824,Eichornea,84.44463,27.70966,203,0
1825,Eichornea,84.44485,27.7119,206,0
1826,Eichornea,84.44623,27.71338,209,0
1827,Eichornea,84.44623,27.71338,209,0
1828,Eichornea,84.44665,27.71528,216,0
1829,Eichornea,84.44665,27.71528,216,0
1830,Eichornea,84.447538,27.71591,212,0
1831,Eichornea,84.445,27.71495,214,0
1832,Eichornea,84.443733,27.714235,208,0
1833,Eichornea,84.43958,27.713,201,0
1834,Eichornea,84.439583,27.7131,201,0
1835,Eichornea,84.41783,27.69623,168,0
1836,Eichornea,84.41783,27.69623,168,0
1837,Eichornea,84.421583,27.6988,167,0
1838,Eichornea,84.446082,27.71341,210,0
1839,Eichornea,84.216233,27.6619,141,0
1840,Eichornea,84.216233,27.6619,141,0
1841,Eichornea,84.21685,27.66313,142,0
1842,Eichornea,84.21685,27.66313,142,0
1843,Eichornea,84.2167,27.66628,142,0
1844,Eichornea,84.2167,27.66628,142,0
1845,Eichornea,84.2167,27.66628,142,0
1846,Eichornea,84.215466,27.667283,157,0
1847,Eichornea,84.44485,27.7103,206,0
1848,Eichornea,83.874916,27.58631,137,0
1849,Eichornea,83.86463,27.591783,165,0
1850,Eichornea,83.8643,27.5914,172,0
1851,Eichornea,83.85246,27.5921,181,0
1852,Eichornea,83.86121,27.5934,185,0
1853,Eichornea,83.8606,27.59448,169,0
1854,Eichornea,83.8507,27.06141,146,0
1855,Eichornea,83.85033,27.6184,147,0
1856,Eichornea,83.85105,27.62686,147,0
1857,Eichornea,83.8517,27.63288,154,0
1858,Eichornea,83.84696,27.6631,167,0
1859,Eichornea,83.84678,27.16671,169,0
1860,Eichornea,83.826316,27.714,1000,0
1861,Eichornea,83.826316,27.714,1000,0
1862,Eichornea,83.8252,27.714383,980,0
1863,Eichornea,83.82323,27.7143,975,0
