1,Ageretina,83.54806,27.86467,1218,Presence
2,Ageretina,83.63799,27.83921,1162,Presence
3,Ageretina,83.6541,27.8231,1229,Presence
4,Ageretina,83.67118,27.82329,1200,Presence
5,Ageretina,83.68465,27.82154,1285,Presence
6,Ageretina,83.68842,27.82282,1274,Presence
7,Ageretina,83.78619,27.83766,1161,Presence
8,Ageretina,83.7916,27.83867,1122,Presence
9,Ageretina,83.82722,27.84508,1153,Presence
10,Ageretina,83.84667,27.85533,781,Presence
11,Ageretina,83.84491,27.85807,663,Presence
12,Ageretina,83.86166,27.85641,471,Presence
13,Ageretina,83.86919,27.86116,422,Presence
14,Ageretina,83.89467,27.85471,431,Presence
15,Ageretina,83.8924,27.85369,445,Presence
16,Ageretina,83.89521,27.854001,441,Presence
17,Ageretina,83.63776,27.8924,395,Presence
18,Ageretina,83.63702,27.89202,400,Presence
19,Ageretina,83.67046,27.94279,716,Presence
20,Ageretina,84.66805,27.9447,732,Presence
21,Ageretina,83.67539,27.94298,675,Presence
22,Ageretina,83.63702,27.89131,403,Presence
23,Ageretina,83.63764,27.89216,418,Presence
24,Ageretina,83.84419,27.85763,680,Presence
25,Ageretina,83.84457,27.8546,810,Presence
26,Ageretina,83.83342,27.85468,938,Presence
27,Ageretina,83.76219,27.97531,796,Presence
28,Ageretina,83.76318,27.97419,793,Presence
29,Ageretina,83.82783,27.84681,1076,Presence
30,Ageretina,83.82695,27.84465,1105,Presence
31,Ageretina,83.67545,27.94452,606,Presence
32,Ageretina,83.75994,27.97616,771,Presence
33,Ageretina,83.76083,27.97662,801,Presence
34,Ageretina,83.87268,28.10186,796,Presence
35,Ageretina,83.67456,27.94521,616,Presence
36,Ageretina,83.67342,27.94483,607,Presence
37,Ageretina,83.87169,28.10629,805,Presence
38,Ageretina,83.5691,28.347017,848,Presence
39,Ageretina,83.541967,28.3803,1694,Presence
40,Ageretina,83.543067,28.37805,1671,Presence
41,Ageretina,83.543633,28.377883,1662,Presence
42,Ageretina,83.543333,28.377617,1645,Presence
43,Ageretina,83.545433,28.378783,1603,Presence
44,Ageretina,83.546083,28.378717,1578,Presence
45,Ageretina,83.549717,28.375333,1517,Presence
46,Ageretina,83.5518,28.3652,1432,Presence
47,Ageretina,83.5524,28.364817,1431,Presence
48,Ageretina,83.553,28.363967,1405,Presence
49,Ageretina,83.55545,28.3607,1317,Presence
50,Ageretina,83.59385,28.262167,942,Presence
51,Ageretina,83.593183,28.261083,939,Presence
52,Ageretina,83.59295,28.260933,940,Presence
53,Ageretina,83.605417,28.26165,908,Presence
54,Ageretina,83.607667,28.258983,874,Presence
55,Ageretina,83.58935,28.302483,1076,Presence
56,Ageretina,83.58785,28.297933,1119,Presence
57,Ageretina,83.595483,28.28035,1016,Presence
58,Ageretina,83.5691,28.347017,848,Presence
59,Ageretina,83.541967,28.3803,1694,Presence
60,Ageretina,83.543067,28.37805,1671,Presence
61,Ageretina,83.543633,28.377883,1662,Presence
62,Ageretina,83.543333,28.377617,1645,Presence
63,Ageretina,83.545433,28.378783,1603,Presence
64,Ageretina,83.546083,28.378717,1578,Presence
65,Ageretina,83.549717,28.375333,1517,Presence
66,Ageretina,83.5518,28.3652,1432,Presence
67,Ageretina,83.5524,28.364817,1431,Presence
68,Ageretina,83.553,28.363967,1405,Presence
69,Ageretina,83.55545,28.3607,1317,Presence
70,Ageretina,83.59385,28.262167,942,Presence
71,Ageretina,83.593183,28.261083,939,Presence
72,Ageretina,83.59295,28.260933,940,Presence
73,Ageretina,83.605417,28.26165,908,Presence
